condition,color_type,length(m),height(cm),X1,X2,breed_category,pet_category,total_days
3,12,26.0,28.74,2,4,2,4,3.06
3,12,25.0,8.81,0,4,2,4,2.06
2,13,53.0,19.54,0,7,0,2,1.06
0,1,44.0,28.88,0,1,1,2,6.07
2,28,71.0,18.22,2,9,1,1,1.06
1,43,30.0,39.81,0,1,0,2,1.58
0,15,87.0,40.42,0,7,1,1,0.78
0,43,97.0,16.62,1,9,1,2,1.07
1,1,19.0,31.15,0,1,0,1,0.37
2,22,53.0,24.81,0,1,0,2,3.14
1,1,64.0,12.08,0,1,0,2,1.19
3,25,35.0,20.96,2,4,2,4,2.06
1,22,97.0,11.1,1,9,0,2,4.07
1,43,73.0,31.37,0,7,0,2,6.04
1,16,30.0,46.14,0,7,0,2,1.27
1,38,81.0,45.2,1,9,0,2,1.18
3,25,93.0,36.05,2,4,2,4,2.05
1,12,77.0,31.1,0,1,0,2,0.76
1,43,90.0,49.39,0,1,0,2,1.07
2,17,88.0,39.98,2,2,1,1,0.07
1,1,80.0,22.16,0,1,0,2,6.61
1,43,77.0,12.18,1,9,0,2,1.07
0,40,62.0,27.41,0,1,1,1,2.21
1,43,75.0,37.84,0,7,0,2,2.46
0,43,87.0,9.08,0,1,1,2,2.18
0,17,40.0,48.19,1,9,1,1,4.12
1,5,94.0,11.58,0,1,0,2,0.82
0,38,36.0,18.28,0,7,1,2,2.13
1,32,93.0,10.71,0,7,0,2,2.06
1,1,94.0,40.0,0,1,0,2,0.27
1,43,65.0,6.95,0,1,0,2,0.79
3,43,5.0,46.07,1,9,2,4,2.07
0,1,15.0,47.45,0,1,1,1,1.18
1,1,44.0,16.79,0,7,0,2,0.78
2,30,72.0,45.77,2,9,0,1,2.06
2,1,27.0,24.2,2,9,1,1,1.06
2,1,40.0,44.07,0,7,0,2,1.05
2,1,75.0,45.38,1,9,0,1,0.10
0,1,50.0,11.11,0,1,1,2,0.24
0,34,56.99999999999999,25.99,0,1,1,2,3.35
0,1,92.0,24.05,1,9,1,1,1.18
2,30,7.000000000000001,28.43,1,9,0,1,0.10
1,1,53.0,18.24,0,1,0,1,0.37
1,1,9.0,17.35,0,7,0,2,4.09
0,43,39.0,38.92,0,7,1,2,6.82
0,15,44.0,17.07,2,9,1,1,1.07
1,1,65.0,7.39,0,1,0,1,0.27
0,1,48.0,21.98,0,1,1,2,1.07
1,12,39.0,31.01,0,7,0,2,1.57
0,1,60.0,45.64,0,7,1,2,1.40
1,12,75.0,48.83,2,1,0,2,2.79
0,12,89.0,41.13,1,9,1,2,2.10
2,1,39.0,46.35,2,1,0,2,1.12
1,5,43.0,47.1,0,1,0,2,2.11
1,12,83.0,46.74,1,9,0,2,0.32
0,43,39.0,9.83,1,9,1,2,4.15
0,40,44.0,12.75,2,1,1,1,0.24
2,5,17.0,5.32,0,7,0,2,0.27
3,12,5.0,30.59,2,4,2,4,1.64
2,1,28.000000000000004,25.56,0,7,0,2,7.06
3,15,96.0,25.9,1,9,2,1,0.08
2,15,2.0,32.04,1,9,1,1,0.19
1,5,60.0,27.8,0,1,0,1,0.24
2,38,70.0,28.94,0,7,0,2,0.70
1,36,9.0,29.11,0,7,0,2,11.01
1,31,96.0,47.99,0,7,0,2,6.07
1,12,82.0,43.61,0,7,0,2,1.07
1,1,6.0,22.17,0,1,0,2,1.07
0,38,75.0,40.54,1,9,1,2,12.15
2,42,28.000000000000004,19.88,0,1,1,2,2.57
2,5,91.0,21.58,1,9,0,1,0.09
2,30,14.000000000000002,27.42,2,2,0,1,0.31
3,25,8.0,27.46,2,4,2,4,2.06
2,1,98.0,8.12,0,7,0,2,0.75
1,43,41.0,7.85,0,7,0,2,2.06
0,1,65.0,25.66,0,1,1,2,1.88
0,1,98.0,6.76,0,1,1,2,0.58
2,43,51.0,30.32,1,9,0,2,1.06
3,12,93.0,12.29,2,4,2,4,2.06
2,43,44.0,25.71,0,7,0,2,2.06
2,28,41.0,32.81,1,9,0,1,0.13
2,5,89.0,16.47,1,9,1,1,0.17
3,12,84.0,48.3,2,4,2,4,0.55
0,31,65.0,26.93,0,1,1,2,2.07
2,38,17.0,45.61,0,7,1,2,1.06
0,40,59.0,41.54,2,1,1,1,0.26
0,30,23.0,27.58,0,1,1,1,0.27
1,31,25.0,17.43,0,1,0,2,3.09
2,1,62.0,49.49,0,7,1,2,0.22
0,1,66.0,8.63,0,7,1,2,8.88
2,31,45.0,47.81,0,1,0,0,1.12
1,1,72.0,40.13,0,1,0,2,1.18
1,38,46.0,24.59,0,7,0,2,5.06
0,43,53.0,46.93,2,1,1,2,1.80
2,14,19.0,15.15,0,1,0,2,0.27
2,1,65.0,8.54,1,9,0,0,1.12
1,43,45.0,20.92,2,1,0,4,0.55
1,30,28.999999999999996,49.8,1,9,0,1,0.22
0,43,82.0,8.89,0,1,1,2,4.29
1,1,86.0,6.22,1,9,0,2,3.38
3,12,17.0,25.07,2,4,2,4,0.14
2,13,99.0,35.46,1,9,1,2,0.24
1,42,23.0,13.98,0,1,0,2,0.39
0,15,59.0,40.76,0,1,1,1,4.11
1,1,53.0,10.36,0,1,0,2,1.07
3,12,60.0,28.34,2,4,2,4,1.05
2,40,5.0,26.58,2,9,1,1,5.07
0,38,24.0,40.18,0,1,1,2,0.28
1,19,70.0,34.89,2,1,0,2,0.23
1,43,11.0,23.66,0,1,0,1,0.42
0,43,21.0,11.73,0,1,1,2,0.57
0,1,82.0,5.02,0,1,1,2,0.26
2,25,98.0,27.93,0,7,0,2,5.40
2,43,13.0,38.2,0,7,1,4,3.56
3,12,85.0,35.8,2,4,2,4,1.06
2,12,46.0,10.57,1,9,0,2,1.06
0,7,88.0,15.88,0,1,1,2,1.07
1,43,32.0,31.17,0,1,0,1,0.30
3,12,93.0,16.14,2,4,2,4,1.06
1,38,27.0,45.38,0,1,0,2,4.47
0,1,47.0,25.82,0,1,1,2,2.07
0,15,2.0,20.8,0,1,1,1,0.30
1,42,69.0,32.93,0,1,0,2,1.07
1,12,95.0,22.77,0,7,0,2,1.09
0,5,59.0,19.23,0,7,1,2,2.20
1,7,34.0,41.3,0,1,0,2,4.09
1,12,98.0,24.22,1,9,0,2,1.08
2,39,98.0,14.88,0,1,1,1,0.23
1,12,65.0,11.93,0,1,0,2,0.25
1,30,77.0,15.11,1,9,0,1,16.09
1,12,86.0,34.94,0,1,0,2,1.06
0,15,59.0,28.94,0,1,1,1,0.29
0,1,37.0,19.36,2,1,1,1,0.25
0,17,70.0,41.55,0,1,1,1,8.19
1,1,47.0,17.54,0,7,0,2,1.56
1,13,66.0,9.13,0,1,0,2,1.09
0,1,86.0,41.25,0,1,1,1,1.11
0,13,16.0,45.68,2,1,1,2,0.30
2,1,31.0,30.51,1,9,0,1,0.21
3,20,21.0,23.49,1,9,2,1,0.07
1,35,43.0,13.98,0,1,0,1,0.23
0,43,43.0,46.99,0,1,1,2,0.67
0,40,91.0,14.73,0,1,1,1,2.36
1,1,34.0,10.07,0,1,0,1,0.43
1,43,56.00000000000001,35.2,0,1,0,1,1.07
2,1,49.0,12.53,0,1,1,1,0.22
0,1,68.0,10.85,0,1,1,2,0.40
0,31,40.0,11.03,1,9,1,2,7.55
0,1,11.0,38.53,0,7,1,2,2.22
0,40,97.0,39.51,0,1,1,1,2.15
2,15,69.0,8.37,1,9,1,1,5.07
0,15,34.0,15.39,2,9,1,1,2.78
0,1,89.0,27.73,1,9,1,2,1.35
1,12,21.0,39.05,0,1,0,2,2.07
0,1,56.99999999999999,41.25,0,1,1,2,8.07
1,15,59.0,43.75,0,7,0,1,2.13
1,30,85.0,37.58,0,1,0,1,6.10
0,19,81.0,38.34,0,7,1,2,2.07
1,31,66.0,8.04,1,9,0,2,5.11
1,43,64.0,34.99,0,1,0,2,0.90
0,12,99.0,35.05,0,8,1,2,7.50
0,40,72.0,28.48,0,1,1,1,13.29
0,17,62.0,19.26,2,1,1,1,0.29
1,35,59.0,31.56,0,1,0,1,0.25
2,43,64.0,28.29,0,7,0,2,0.64
1,1,38.0,37.15,0,1,0,1,1.18
2,15,75.0,5.88,1,9,1,1,0.31
1,15,79.0,48.88,0,1,0,1,0.24
2,44,86.0,30.65,0,7,0,2,2.07
0,1,64.0,6.33,1,9,1,2,1.07
1,1,98.0,37.71,0,1,0,2,0.24
1,43,35.0,30.57,0,7,0,2,1.39
3,12,73.0,23.36,2,4,2,4,1.06
0,1,76.0,42.59,0,1,1,2,0.90
3,12,2.0,20.6,0,6,2,0,1.07
1,43,7.000000000000001,18.29,2,1,0,1,0.24
0,12,76.0,12.71,0,7,1,2,3.56
1,5,25.0,21.62,0,7,0,2,6.13
1,12,51.0,29.28,0,7,0,2,6.89
0,44,34.0,6.27,0,1,1,2,2.28
3,15,93.0,44.99,1,9,2,1,0.12
2,30,93.0,18.16,1,9,0,1,0.19
0,42,50.0,18.59,1,9,1,2,3.07
1,42,99.0,22.8,0,1,0,2,3.10
2,43,99.0,40.83,1,9,1,2,2.08
0,40,38.0,19.23,0,1,1,1,1.08
2,5,23.0,38.92,0,7,1,2,1.06
2,1,66.0,34.88,1,9,0,2,2.08
0,5,22.0,43.8,2,9,1,1,2.14
0,1,44.0,18.52,0,1,1,2,2.07
0,42,51.0,29.07,2,4,1,2,14.31
1,1,67.0,35.4,1,9,0,1,1.17
2,12,44.0,47.46,0,1,0,2,1.10
0,43,56.99999999999999,11.41,0,1,1,2,1.07
0,1,98.0,12.2,0,1,1,2,2.38
1,34,9.0,7.61,0,7,0,2,2.06
1,34,80.0,11.74,0,1,0,2,1.07
1,10,97.0,47.78,0,7,0,2,0.75
2,1,36.0,35.44,2,9,1,1,2.07
0,43,81.0,18.69,0,1,1,1,0.41
0,38,56.99999999999999,46.44,0,1,1,2,1.07
1,12,61.0,42.47,0,7,0,2,5.06
1,15,11.0,41.33,2,1,0,1,0.26
1,1,43.0,15.48,2,4,0,1,5.06
1,19,80.0,40.92,1,9,0,2,0.90
1,31,8.0,28.84,0,1,0,2,0.44
0,31,46.0,14.09,0,7,1,2,17.07
2,13,73.0,35.38,0,1,0,2,1.08
0,38,19.0,45.65,0,7,1,2,1.64
1,1,13.0,14.05,0,1,0,2,1.15
2,30,70.0,27.89,2,4,0,1,1.06
1,13,13.0,37.06,0,1,0,2,0.21
1,43,66.0,36.3,1,9,0,2,0.92
2,13,70.0,41.5,0,7,1,2,0.31
1,43,87.0,33.7,0,7,0,2,1.64
0,7,97.0,21.09,0,1,1,2,0.52
1,1,76.0,22.17,0,8,0,1,3.11
0,1,39.0,44.93,0,1,1,2,0.20
0,12,86.0,34.01,0,1,1,2,1.07
1,15,20.0,48.07,0,1,0,1,2.12
2,43,82.0,9.16,1,9,0,2,0.14
1,38,62.0,13.34,0,1,0,2,0.32
2,43,42.0,34.43,1,9,0,1,0.12
0,15,5.0,12.36,1,9,1,1,4.15
2,13,91.0,8.84,0,7,1,2,0.55
0,12,81.0,30.37,0,1,1,2,9.08
3,12,24.0,9.73,2,4,2,4,1.06
0,43,90.0,34.97,0,1,1,2,0.27
0,43,30.0,16.37,0,1,1,2,0.92
1,1,55.00000000000001,36.05,0,7,0,1,0.56
2,1,77.0,46.57,0,1,0,1,0.19
1,43,82.0,12.09,1,9,0,2,4.40
1,15,19.0,29.91,0,1,0,1,0.28
1,1,64.0,32.12,0,1,0,2,8.09
0,9,79.0,10.57,2,1,1,1,0.32
0,42,50.0,14.23,0,1,1,2,1.08
1,12,92.0,39.32,1,9,0,2,2.07
1,38,8.0,24.38,1,9,0,2,1.09
0,15,62.0,35.72,2,1,1,1,0.28
1,43,70.0,8.55,0,1,0,2,1.07
2,38,54.0,15.85,1,9,1,2,1.06
0,38,4.0,48.81,0,1,1,2,1.71
1,12,30.0,41.92,0,1,0,2,2.07
2,12,22.0,40.69,2,4,1,2,5.07
1,1,52.0,41.52,0,7,0,2,3.56
1,5,91.0,10.38,2,1,0,2,7.52
2,15,18.0,5.58,2,4,0,1,0.16
2,15,21.0,36.62,1,9,1,1,0.14
3,1,78.0,33.49,2,4,2,4,2.05
1,12,98.0,49.28,1,9,0,2,2.19
1,1,74.0,38.98,0,1,0,2,1.22
1,1,24.0,44.35,2,1,0,1,0.27
0,12,93.0,11.56,0,1,1,2,1.11
0,1,56.00000000000001,10.35,0,1,1,2,1.07
2,1,23.0,25.1,1,9,0,2,0.74
0,43,32.0,39.51,2,1,1,2,10.22
0,15,83.0,39.75,2,1,1,1,0.29
2,5,33.0,29.51,0,7,0,2,0.59
2,43,78.0,25.14,0,1,0,2,0.24
2,5,97.0,41.19,0,7,0,2,5.11
0,5,83.0,34.62,0,1,1,2,1.09
0,1,49.0,45.91,2,1,1,1,0.46
1,1,49.0,15.82,0,7,0,2,0.81
0,43,68.0,43.83,0,1,1,2,1.16
2,1,89.0,47.01,1,9,0,1,0.20
2,5,49.0,47.62,2,9,1,1,1.06
0,17,53.0,14.0,2,4,1,1,3.06
2,30,15.0,17.44,2,9,0,1,1.06
1,1,23.0,40.19,0,7,0,1,2.06
0,12,33.0,43.91,0,1,1,2,15.07
0,1,59.0,17.09,1,9,1,2,1.06
0,1,51.0,17.9,1,9,1,2,1.48
0,1,59.0,42.16,0,1,1,2,0.27
2,15,101.0,49.78,1,9,0,1,0.11
0,43,70.0,7.09,0,1,1,1,0.40
1,1,12.0,12.56,0,7,0,2,18.78
1,30,41.0,43.39,1,9,0,1,0.31
0,40,12.0,45.54,2,1,1,1,0.25
2,43,36.0,42.43,1,9,1,2,0.83
0,39,4.0,42.04,0,1,1,1,0.28
3,1,97.0,20.9,2,4,2,4,0.48
1,30,9.0,17.61,1,9,0,1,5.08
1,1,89.0,34.85,0,1,0,1,0.28
0,1,74.0,7.73,0,1,1,2,1.07
1,38,56.00000000000001,11.98,1,9,0,2,10.08
1,12,13.0,8.03,0,7,0,2,2.07
2,35,10.0,25.85,2,9,0,1,0.32
3,1,35.0,15.2,2,4,2,4,1.06
2,15,1.0,15.81,2,1,0,1,0.44
1,30,15.0,28.41,0,1,0,1,0.33
1,43,39.0,13.71,0,7,0,2,3.09
0,33,47.0,36.87,0,7,1,2,5.43
2,38,28.999999999999996,49.29,1,9,0,2,3.14
2,1,56.99999999999999,21.21,2,9,0,1,0.89
2,1,59.0,7.55,2,9,0,1,0.39
0,22,5.0,17.66,2,1,1,2,1.21
2,1,63.0,7.65,1,9,1,2,0.21
2,1,79.0,49.58,0,7,0,2,2.08
1,1,47.0,43.69,2,9,0,1,6.07
1,13,11.0,44.24,0,7,0,2,7.07
2,30,12.0,10.65,1,9,0,1,1.07
1,2,6.0,39.96,0,1,0,2,10.01
3,31,64.0,5.74,2,4,2,4,2.06
2,1,51.0,10.32,2,9,1,1,0.89
1,5,56.99999999999999,24.33,0,1,0,1,0.34
0,42,26.0,46.86,0,7,1,2,15.07
0,1,4.0,48.15,0,1,1,1,1.16
0,1,86.0,5.8,2,1,1,1,0.24
2,43,92.0,23.69,1,9,1,2,12.06
2,15,15.0,12.46,2,9,1,1,2.06
1,31,54.0,18.93,0,1,0,2,5.42
1,5,4.0,18.32,0,1,0,1,0.25
1,30,49.0,31.47,0,1,0,1,0.28
2,15,55.00000000000001,39.16,2,4,1,1,0.31
0,43,41.0,20.34,0,1,1,2,3.06
1,43,84.0,13.22,0,7,0,2,8.07
2,43,78.0,14.45,1,9,0,2,0.27
0,15,100.0,15.49,0,1,1,1,0.38
0,43,8.0,35.14,0,1,1,4,2.14
0,1,77.0,40.87,0,1,1,2,1.06
2,15,39.0,20.36,1,9,0,1,0.15
1,1,45.0,43.33,0,1,0,2,3.05
3,12,21.0,45.15,2,4,2,4,1.06
0,1,94.0,17.61,1,9,1,1,10.08
2,1,56.00000000000001,11.07,1,9,0,0,1.12
1,1,81.0,29.79,0,1,0,2,1.63
0,40,96.0,45.89,2,1,1,1,0.30
2,1,85.0,29.28,1,9,0,2,0.21
0,39,87.0,32.44,0,1,1,1,0.30
1,1,88.0,46.96,0,1,0,2,1.12
3,12,42.0,27.49,2,4,2,4,0.14
2,1,95.0,7.63,1,9,1,1,0.17
2,17,72.0,40.89,1,9,1,4,1.56
2,42,75.0,39.57,0,7,0,2,2.06
2,46,95.0,37.51,0,7,0,2,2.06
1,12,46.0,48.53,2,1,0,2,2.36
2,15,84.0,20.15,2,9,1,1,0.39
1,43,34.0,26.98,0,1,0,2,0.24
0,43,14.000000000000002,45.69,1,9,1,2,1.18
2,12,77.0,42.63,2,4,0,2,2.98
1,1,23.0,20.74,0,1,0,2,2.36
0,39,22.0,12.87,2,1,1,1,0.22
1,43,43.0,35.68,0,1,0,2,0.90
1,12,67.0,5.93,0,1,0,2,1.58
0,12,7.000000000000001,6.09,0,1,1,2,1.25
1,38,46.0,34.86,0,1,0,2,6.07
2,13,74.0,27.76,0,7,0,2,0.53
0,5,56.00000000000001,49.46,2,1,1,1,0.52
1,20,51.0,48.84,1,9,0,2,2.79
0,1,2.0,25.17,1,9,1,2,3.56
1,15,90.0,6.27,2,1,0,1,0.24
0,44,62.0,40.11,0,1,1,2,0.24
0,13,28.999999999999996,16.75,1,9,1,2,2.68
1,30,68.0,25.91,2,9,0,1,2.07
0,1,26.0,21.94,0,7,1,2,2.22
1,9,2.0,8.7,0,1,0,1,0.92
2,43,21.0,25.9,2,4,1,2,4.06
3,30,36.0,44.07,2,4,2,1,2.06
1,43,57.99999999999999,36.97,0,1,0,2,9.97
1,1,20.0,43.35,0,7,0,2,8.10
1,43,53.0,12.96,0,1,0,2,0.23
1,1,62.0,8.07,0,7,0,2,2.88
0,1,14.000000000000002,24.37,2,9,1,1,1.06
2,12,13.0,16.4,0,3,0,2,12.29
1,30,97.0,27.16,0,1,0,1,0.24
0,1,95.0,45.06,0,1,1,1,0.40
0,20,26.0,14.45,0,7,1,2,1.28
2,38,89.0,32.85,1,9,0,2,0.31
2,31,97.0,41.82,1,9,0,2,10.09
1,30,89.0,17.11,0,1,0,1,2.09
1,1,47.0,34.09,0,1,0,1,0.26
0,44,30.0,40.13,0,7,1,2,8.06
2,1,74.0,5.21,2,9,1,1,0.39
0,43,96.0,15.16,0,1,1,2,1.07
1,15,77.0,45.93,2,1,0,1,0.34
0,1,56.00000000000001,30.95,0,1,1,1,15.13
2,12,36.0,8.14,0,7,0,2,10.06
1,12,28.000000000000004,24.03,0,1,0,2,0.58
1,14,77.0,46.37,0,1,0,2,0.57
2,19,15.0,32.87,1,9,0,2,2.12
3,30,27.0,24.02,2,9,2,1,2.06
2,17,59.0,9.61,2,9,1,1,1.56
0,12,71.0,44.4,0,7,1,2,3.78
1,21,39.0,39.01,2,1,0,1,0.22
2,21,44.0,22.91,1,9,1,1,0.10
2,31,72.0,13.26,0,1,1,0,0.56
2,1,21.0,34.99,0,7,0,2,12.06
0,38,28.999999999999996,22.35,0,1,1,2,2.57
2,30,89.0,39.48,1,9,0,1,0.06
1,1,68.0,25.43,0,7,0,2,0.47
0,1,81.0,41.49,0,7,1,2,2.06
0,12,60.0,19.75,0,1,1,2,3.07
3,43,84.0,46.31,2,4,2,4,0.06
0,1,24.0,15.88,0,1,1,1,2.29
0,43,11.0,26.99,0,7,1,2,12.17
0,15,88.0,23.93,2,4,1,1,2.06
0,1,45.0,7.27,0,1,1,1,0.47
0,30,34.0,23.72,0,1,1,1,0.27
2,15,22.0,46.42,1,9,1,1,0.12
2,15,22.0,46.01,1,9,1,1,0.95
0,15,24.0,37.01,2,1,1,1,0.31
2,1,85.0,32.85,1,9,0,2,1.07
0,9,5.0,5.73,0,1,1,1,1.07
0,31,45.0,49.57,0,1,1,2,1.07
1,1,87.0,43.49,1,9,0,2,4.11
1,1,48.0,14.27,1,9,0,2,3.06
1,12,37.0,40.22,0,7,0,2,1.05
0,1,92.0,5.99,2,1,1,1,0.26
1,1,5.0,38.39,0,1,0,2,1.35
0,39,56.00000000000001,9.8,0,1,1,1,0.26
2,43,67.0,16.77,1,9,0,1,0.16
0,13,49.0,24.27,0,1,1,2,0.59
1,1,64.0,21.94,0,7,0,2,1.56
1,1,37.0,14.61,2,1,0,1,0.34
0,42,93.0,48.5,0,1,1,2,1.07
1,12,23.0,43.3,0,7,0,2,8.06
0,9,6.0,46.22,0,1,1,1,0.36
2,1,7.000000000000001,45.8,1,9,1,1,0.12
1,38,84.0,40.77,1,9,0,2,2.15
0,1,52.0,46.41,0,1,1,2,1.07
2,44,26.0,20.17,1,9,0,1,10.07
0,15,30.0,20.39,0,7,1,1,2.06
0,31,35.0,5.41,0,1,1,2,0.82
0,15,80.0,39.65,2,1,1,1,0.77
1,1,91.0,31.77,0,1,0,1,0.26
0,43,46.0,43.45,0,1,1,2,1.09
1,1,36.0,25.46,1,9,0,1,8.07
2,43,86.0,10.4,1,9,0,2,6.07
1,42,28.000000000000004,22.71,1,9,0,2,1.13
2,1,53.0,48.42,0,1,1,1,0.24
1,5,62.0,15.55,2,4,0,2,4.58
1,12,76.0,31.43,0,1,0,2,2.08
1,1,31.0,48.29,0,7,0,2,1.07
1,30,95.0,11.38,0,1,0,1,0.25
1,43,76.0,6.98,0,1,0,2,4.10
0,43,64.0,5.05,0,1,1,1,0.22
1,42,75.0,6.86,0,1,0,2,0.48
0,38,36.0,6.29,0,7,1,2,13.07
1,20,66.0,39.86,0,1,0,2,3.07
2,21,17.0,45.12,1,9,0,1,0.13
2,1,12.0,24.96,2,9,0,1,2.05
3,12,60.0,49.0,2,4,2,4,1.06
1,1,39.0,21.54,0,1,0,2,3.11
3,15,39.0,49.43,1,9,2,1,0.08
0,5,59.0,33.85,0,1,1,2,1.15
0,17,54.0,40.34,2,9,1,1,5.06
2,19,20.0,38.64,2,4,1,2,0.12
1,1,6.0,25.86,1,9,0,2,0.67
2,5,85.0,7.0,0,7,0,2,1.06
0,1,21.0,42.28,0,1,1,2,0.49
1,12,16.0,39.47,0,1,0,2,0.88
0,1,96.0,36.19,0,1,1,2,2.07
2,15,65.0,21.05,1,9,1,1,0.29
1,25,42.0,5.77,0,7,0,2,4.27
1,1,56.00000000000001,36.8,0,1,0,2,0.76
0,15,77.0,37.87,2,1,1,1,0.22
1,19,62.0,39.94,0,1,0,2,2.07
2,19,38.0,42.44,0,7,0,2,0.97
2,2,22.0,14.48,0,7,1,2,0.90
1,43,92.0,24.55,1,9,0,2,7.08
2,15,61.0,42.92,1,9,0,1,0.08
0,15,28.999999999999996,21.07,0,1,1,1,0.40
1,1,71.0,17.53,0,1,0,2,0.27
0,15,48.0,27.4,0,1,1,1,0.25
0,38,61.0,9.43,1,9,1,2,4.99
1,35,71.0,31.59,1,9,0,1,17.08
2,28,98.0,29.95,1,9,1,1,0.19
1,1,12.0,48.05,0,1,0,1,0.39
1,12,57.99999999999999,18.56,0,7,0,2,6.87
1,22,25.0,14.03,0,1,0,2,0.58
1,35,55.00000000000001,30.13,0,1,0,1,0.28
1,15,97.0,45.5,0,1,0,1,1.18
1,38,89.0,14.91,0,7,0,2,5.06
0,9,40.0,22.44,0,1,1,1,1.13
1,38,24.0,8.08,0,1,0,2,2.07
1,1,43.0,12.51,0,1,0,2,5.08
1,1,48.0,27.31,2,1,0,2,0.38
1,12,79.0,30.82,0,7,0,1,2.39
1,21,50.0,45.59,2,2,0,1,1.05
1,12,3.0,43.94,2,1,0,2,0.30
1,43,85.0,26.55,1,9,0,2,6.60
1,30,82.0,34.33,2,9,0,1,4.07
2,16,55.00000000000001,21.46,0,1,1,2,13.08
2,9,88.0,41.11,1,9,1,1,0.07
1,1,72.0,16.11,0,7,0,1,6.07
0,1,69.0,19.41,0,1,1,2,0.59
2,1,70.0,6.65,1,9,1,2,0.27
1,30,62.0,34.67,1,9,0,1,0.34
3,46,78.0,21.97,2,4,2,4,0.07
2,1,75.0,31.1,2,9,0,1,0.42
2,5,45.0,10.02,0,7,1,2,0.43
3,43,13.0,13.45,1,9,2,1,0.07
0,1,97.0,37.39,0,1,1,2,1.35
1,43,50.0,6.18,0,7,0,2,1.56
0,38,77.0,25.26,0,7,1,2,1.06
1,19,15.0,45.47,0,7,0,2,5.76
1,42,60.0,9.79,2,4,0,2,11.31
2,1,28.000000000000004,24.95,2,9,0,1,0.34
0,12,8.0,35.33,2,1,1,2,0.76
1,19,76.0,36.32,0,7,0,2,8.49
0,15,97.0,30.2,0,1,1,1,0.96
0,16,10.0,21.65,0,1,1,2,6.09
0,39,20.0,18.59,1,9,1,1,1.11
1,43,22.0,5.99,0,1,0,2,0.48
0,12,62.0,35.17,0,7,1,2,0.31
1,31,36.0,13.82,0,1,0,2,2.11
0,15,89.0,29.4,2,1,1,1,0.22
0,1,40.0,22.26,0,1,1,2,0.32
1,19,5.0,24.21,1,9,0,2,2.09
3,1,92.0,34.34,2,9,2,1,1.06
2,43,22.0,27.82,1,9,0,2,0.51
1,44,66.0,13.44,0,7,0,2,4.25
1,1,23.0,33.11,0,1,0,1,4.33
0,12,8.0,19.23,0,1,1,2,0.96
1,30,55.00000000000001,31.22,0,1,0,1,0.42
0,43,49.0,10.03,0,1,1,2,2.22
0,38,66.0,18.57,0,1,1,2,1.09
0,1,50.0,49.79,0,7,1,2,1.34
1,12,81.0,22.85,0,1,0,2,1.20
1,43,45.0,33.02,1,9,0,1,2.10
2,40,87.0,45.32,1,9,1,1,0.11
1,30,56.00000000000001,30.82,0,7,0,1,2.07
0,17,11.0,9.72,1,9,1,1,1.27
0,43,55.00000000000001,8.71,1,9,1,2,7.08
3,38,45.0,12.95,0,3,2,4,2.07
1,31,98.0,8.33,1,9,0,2,2.07
2,40,42.0,41.21,2,9,1,1,1.07
2,44,17.0,30.28,1,9,1,2,3.10
1,15,36.0,7.63,1,9,0,1,0.25
0,43,96.0,38.47,0,1,1,2,1.37
0,15,73.0,31.13,2,9,1,1,0.56
0,15,83.0,31.8,0,1,1,1,0.27
0,9,10.0,31.24,1,9,1,1,0.44
2,15,46.0,32.58,1,9,0,1,0.11
1,15,11.0,13.93,0,1,0,1,0.57
1,42,86.0,48.09,0,7,0,2,3.53
2,26,7.000000000000001,37.79,2,9,0,1,1.07
1,7,10.0,20.07,0,7,0,2,2.66
0,12,19.0,12.59,0,1,1,2,1.07
1,1,25.0,37.56,0,1,0,2,5.12
0,12,5.0,39.6,1,9,1,2,12.75
0,15,37.0,37.77,0,1,1,1,0.25
2,12,16.0,34.92,0,7,0,2,1.32
1,1,74.0,22.82,0,1,0,1,0.38
1,43,45.0,39.62,0,1,0,2,1.07
2,1,24.0,23.64,0,7,0,2,4.19
1,1,63.0,23.02,0,1,0,2,10.30
0,17,4.0,42.1,0,1,1,1,2.08
3,43,18.0,13.64,2,2,2,1,0.06
2,19,91.0,47.56,0,7,1,2,2.11
0,42,94.0,19.2,0,1,1,2,0.23
1,26,37.0,26.55,0,1,0,1,0.24
0,40,82.0,26.8,0,1,1,1,0.27
0,1,28.000000000000004,23.85,0,1,1,2,3.07
1,15,7.000000000000001,19.21,0,7,0,1,1.72
1,15,32.0,21.78,0,1,0,1,1.07
1,35,21.0,20.03,1,9,0,1,1.08
1,1,44.0,41.78,0,1,0,2,12.41
1,21,61.0,13.92,0,1,0,1,0.32
1,12,32.0,44.58,0,1,0,2,2.07
1,1,33.0,21.27,1,9,0,2,3.07
1,1,32.0,28.61,1,9,0,2,1.06
2,43,17.0,25.9,1,9,1,1,0.14
3,39,46.0,5.18,1,9,2,1,0.11
2,12,100.0,5.14,1,9,0,2,6.14
3,40,50.0,32.21,1,9,2,1,0.12
2,12,42.0,20.14,2,1,1,2,3.15
0,1,38.0,6.58,0,1,1,2,0.30
2,1,88.0,22.25,2,9,1,1,1.07
3,12,75.0,20.76,2,4,2,4,1.05
2,9,15.0,49.21,2,9,1,1,0.73
2,1,9.0,7.75,1,9,0,1,0.24
0,1,78.0,49.13,0,1,1,2,0.27
3,1,38.0,22.68,1,9,2,4,0.06
